trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
55	ctl	ctl17	nan	8	1	990	0	333.476	336.485	1.5
56	enc	enc36	old60	8	nan	0	1	337.973	340.982	1
57	enc	enc37	old16	9	1	1170	0	341.969	344.978	3
58	enc	enc38	old50	6	1	1086	0	347.97	350.979	2.5
59	ctl	ctl18	nan	5	1	1485	0	353.47	356.479	1
60	enc	enc39	old24	5	1	1153	0	357.482	360.491	9
61	enc	enc40	old20	6	1	933	0	369.484	372.493	1.5
62	enc	enc41	old72	6	1	1274	0	373.981	376.99	8.5
63	enc	enc42	old30	8	1	905	0	385.482	388.491	8
64	enc	enc43	old34	9	1	1628	0	396.481	399.49	1.5
65	ctl	ctl19	nan	5	1	893	0	400.978	403.987	5
66	enc	enc44	old45	5	1	1491	0	408.985	411.994	1
67	ctl	ctl20	nan	8	1	820	0	412.981	415.99	3
68	ctl	ctl21	nan	9	1	784	0	418.982	421.991	5
69	enc	enc45	old61	6	1	1719	0	426.989	429.998	0.5
70	ctl	ctl22	nan	8	1	912	0	430.5	433.509	1.5
71	enc	enc46	old55	9	1	753	0	434.997	438.005	0.5
72	enc	enc47	old43	6	1	1024	0	438.507	441.516	2
73	enc	enc48	old39	9	1	1945	0	443.505	446.514	1.5
74	enc	enc49	old19	6	1	1051	0	448.002	451.011	1
75	enc	enc50	old04	8	1	770	0	452.014	455.023	2.5
76	enc	enc51	old53	9	1	1502	0	457.514	460.523	5.5
77	enc	enc52	old67	8	1	890	0	466.023	469.032	2.5
78	ctl	ctl23	nan	9	1	1157	0	471.522	474.531	1.5
79	enc	enc53	old18	9	1	922	0	476.019	479.028	0.5
80	ctl	ctl24	nan	6	nan	0	1	479.53	482.539	3
81	enc	enc54	old74	5	1	1009	0	485.531	488.54	3.5
82	enc	enc55	old38	8	1	728	0	492.034	495.043	7.5
83	enc	enc56	old31	5	1	1097	0	502.532	505.541	2.5
84	enc	enc57	old41	6	1	1583	0	508.031	511.04	0.5
85	ctl	ctl25	nan	6	1	900	0	511.542	514.551	1
86	enc	enc58	old26	5	1	1293	0	515.554	518.563	4
87	enc	enc59	old48	6	1	1321	0	522.558	525.567	11.5
88	enc	enc60	old76	8	1	1108	0	537.068	540.077	0.5
89	ctl	ctl26	nan	6	1	1830	0	540.579	543.588	4
90	ctl	ctl27	nan	9	1	903	0	547.583	550.592	0.5
91	ctl	ctl28	nan	5	1	731	0	551.093	554.102	2.5
92	enc	enc61	old32	5	1	1821	0	556.593	559.602	3
93	enc	enc62	old62	5	1	1361	0	562.594	565.603	1
94	ctl	ctl29	nan	8	1	1095	0	566.59	569.599	2
95	enc	enc63	old05	5	1	2091	0	571.588	574.597	0.5
96	enc	enc64	old03	9	1	989	0	575.098	578.107	7
97	ctl	ctl30	nan	9	1	1447	0	585.095	588.104	0.5
98	enc	enc65	old65	9	1	1170	0	588.606	591.614	0.5
99	enc	enc66	old44	5	1	755	0	592.116	595.125	0.5
100	ctl	ctl31	nan	6	nan	0	1	595.626	598.635	1.5
101	ctl	ctl32	nan	5	1	1207	0	600.123	603.132	3
102	enc	enc67	old64	8	1	1685	0	606.125	609.134	1.5
103	enc	enc68	old33	6	1	1163	0	610.621	613.63	4.5
104	ctl	ctl33	nan	5	nan	0	1	618.127	621.136	0.5
105	ctl	ctl34	nan	8	1	1505	0	621.638	624.647	8
106	enc	enc69	old10	6	1	2018	0	632.637	635.646	1
107	enc	enc70	old57	5	1	1435	0	636.632	639.641	4.5
108	ctl	ctl35	nan	8	1	1048	0	644.138	647.147	2
109	ctl	ctl36	nan	6	1	1021	0	649.136	652.145	1
110	enc	enc71	old71	6	1	1287	0	653.132	656.141	2
111	enc	enc72	old07	8	1	1275	0	658.13	661.139	2
112	ctl	ctl37	nan	5	1	917	0	663.128	666.137	10
113	ctl	ctl38	nan	8	1	1455	0	676.134	679.143	3.5
114	enc	enc73	old66	9	1	1369	0	682.636	685.645	9
115	enc	enc74	old17	8	1	1618	0	694.639	697.648	0.5
116	ctl	ctl39	nan	9	1	1415	0	698.149	701.158	7
117	enc	enc75	old52	9	1	1369	0	708.146	711.155	12.5
118	enc	enc76	old63	6	1	1668	0	723.642	726.651	2.5
119	enc	enc77	old27	5	1	1459	0	729.142	732.151	18.5
120	enc	enc78	old21	6	1	1071	0			
