trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
62	enc	enc43	old24	8	1	992	0	375.666	378.675	0.5
63	enc	enc44	old39	9	1	1780	0	379.176	382.185	2.5
64	enc	enc45	old25	8	nan	0	1	384.676	387.685	8.5
65	enc	enc46	old30	9	1	1082	0	396.177	399.186	5.5
66	enc	enc47	old34	6	1	1333	0	404.686	407.695	2
67	enc	enc48	old01	6	1	1319	0	409.684	412.693	6
68	enc	enc49	old51	8	1	681	0	418.694	421.703	6
69	enc	enc50	old43	9	1	1159	0	427.704	430.713	1.5
70	enc	enc51	old12	6	1	1061	0	432.201	435.21	2
71	ctl	ctl17	nan	8	1	852	0	437.199	440.208	1.5
72	enc	enc52	old45	5	1	846	0	441.696	444.705	4
73	ctl	ctl18	nan	9	1	2676	0	448.7	451.709	0.5
74	ctl	ctl19	nan	8	1	712	0	452.211	455.22	6
75	ctl	ctl20	nan	5	1	849	0	461.221	464.23	0.5
76	enc	enc53	old58	9	1	575	0	464.732	467.741	2.5
77	enc	enc54	old40	8	1	1056	0	470.231	473.24	1.5
78	enc	enc55	old63	8	1	1509	0	474.728	477.737	2.5
79	enc	enc56	old32	6	1	1332	0	480.228	483.237	5.5
80	ctl	ctl21	nan	5	1	1216	0	488.737	491.746	4.5
81	enc	enc57	old55	9	1	1274	0	496.243	499.251	2.5
82	ctl	ctl22	nan	8	1	712	0	501.742	504.751	6.5
83	enc	enc58	old70	9	1	1013	0	511.254	514.263	6.5
84	ctl	ctl23	nan	9	1	685	0	520.766	523.775	1.5
85	ctl	ctl24	nan	8	1	557	0	525.263	528.272	4.5
86	ctl	ctl25	nan	9	1	619	0	532.768	535.777	1.5
87	ctl	ctl26	nan	5	1	554	0	537.265	540.274	0.5
88	enc	enc59	old60	5	1	1833	0	540.776	543.785	10.5
89	ctl	ctl27	nan	6	nan	0	1	554.283	557.292	4.5
90	ctl	ctl28	nan	6	1	775	0	561.788	564.797	2
91	enc	enc60	old53	8	1	1181	0	566.787	569.796	1.5
92	ctl	ctl29	nan	9	1	774	0	571.283	574.292	12.5
93	enc	enc61	old05	8	1	758	0	586.78	589.789	2
94	enc	enc62	old37	5	1	1013	0	591.778	594.787	1
95	enc	enc63	old76	8	1	823	0	595.79	598.799	4
96	ctl	ctl30	nan	8	nan	0	1	602.794	605.803	0.5
97	enc	enc64	old75	9	1	1806	0	606.305	609.314	4
98	enc	enc65	old68	8	1	1055	0	613.309	616.318	3.5
99	enc	enc66	old78	8	1	1067	0	619.812	622.821	1
100	ctl	ctl31	nan	8	1	1052	0	623.824	626.833	0.5
101	ctl	ctl32	nan	5	1	640	0	627.334	630.343	2.5
102	enc	enc67	old08	5	1	674	0	632.834	635.843	0.5
103	ctl	ctl33	nan	9	1	638	0	636.344	639.353	9
104	ctl	ctl34	nan	9	1	528	0	648.347	651.356	2
105	ctl	ctl35	nan	6	1	572	0	653.345	656.354	0.5
106	enc	enc68	old07	9	1	1006	0	656.856	659.865	2
107	ctl	ctl36	nan	6	1	1063	0	661.854	664.863	4.5
108	ctl	ctl37	nan	5	1	521	0	669.36	672.369	4.5
109	ctl	ctl38	nan	6	1	959	0	676.866	679.875	3.5
110	enc	enc69	old35	5	1	581	0	683.368	686.377	1.5
111	enc	enc70	old52	9	1	1630	0	687.865	690.874	4.5
112	enc	enc71	old33	8	1	1029	0	695.371	698.38	0.5
113	enc	enc72	old21	6	1	1547	0	698.881	701.89	0.5
114	enc	enc73	old73	9	1	1245	0	702.392	705.401	5
115	ctl	ctl39	nan	9	nan	0	1	710.399	713.408	4.5
116	enc	enc74	old42	5	1	975	0	717.905	720.914	5.5
117	enc	enc75	old41	6	1	1093	0	726.414	729.423	1
118	enc	enc76	old20	5	1	831	0	730.426	733.435	0.5
119	enc	enc77	old38	5	1	1275	0	733.936	736.945	13.5
120	enc	enc78	old16	8	1	1085	0			
