trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
31	enc	enc21	old61	5	1	1308	0	151.652	154.661	5.5
32	enc	enc22	old74	6	1	1039	0	160.16	163.169	2
33	enc	enc23	old12	5	1	2099	0	165.159	168.168	1
34	enc	enc24	old01	8	1	1108	0	169.171	172.18	3
35	enc	enc25	old51	5	1	1407	0	175.172	178.181	3.5
36	enc	enc26	old54	9	1	1374	0	181.675	184.683	0.5
37	ctl	ctl08	nan	6	1	623	0	185.185	188.194	1.5
38	ctl	ctl09	nan	9	1	1137	0	189.682	192.691	9.5
39	ctl	ctl10	nan	8	1	680	0	202.186	205.195	2
40	ctl	ctl11	nan	5	1	823	0	207.184	210.193	2
41	enc	enc27	old48	8	1	1009	0	212.182	215.191	1
42	ctl	ctl12	nan	9	1	1251	0	216.177	219.186	0.5
43	enc	enc28	old22	9	1	1896	0	219.688	222.697	0.5
44	ctl	ctl13	nan	6	1	1745	0	223.198	226.207	2
45	enc	enc29	old28	8	1	1227	0	228.197	231.206	4.5
46	enc	enc30	old63	6	1	1052	0	235.702	238.711	3.5
47	enc	enc31	old11	9	1	1562	0	242.205	245.214	8
48	enc	enc32	old75	6	1	1251	0	253.204	256.213	9
49	enc	enc33	old15	9	1	940	0	265.207	268.216	0.5
50	enc	enc34	old25	6	1	921	0	268.717	271.726	2.5
51	ctl	ctl14	nan	6	1	1690	0	274.217	277.226	8.5
52	enc	enc35	old67	5	1	790	0	285.718	288.727	0.5
53	enc	enc36	old10	9	1	697	0	289.229	292.238	5.5
54	enc	enc37	old02	8	1	1138	0	297.737	300.746	3
55	enc	enc38	old41	6	1	726	0	303.739	306.748	4
56	ctl	ctl15	nan	6	1	611	0	310.743	313.752	6.5
57	ctl	ctl16	nan	9	1	1071	0	320.254	323.263	0.5
58	enc	enc39	old55	6	1	992	0	323.765	326.774	11.5
59	enc	enc40	old57	5	1	1337	0	338.275	341.284	9.5
60	enc	enc41	old71	6	1	858	0	350.779	353.788	1
61	ctl	ctl17	nan	8	1	842	0	354.791	357.8	5.5
62	enc	enc42	old59	9	1	1062	0	363.299	366.308	1.5
63	enc	enc43	old14	8	1	1081	0	367.796	370.805	1
64	enc	enc44	old34	9	1	1040	0	371.791	374.8	2
65	ctl	ctl18	nan	9	1	2405	0	376.79	379.799	3.5
66	enc	enc45	old19	8	1	1118	0	383.292	386.301	1.5
67	enc	enc46	old36	9	1	768	0	387.789	390.798	0.5
68	ctl	ctl19	nan	8	1	1583	0	391.3	394.309	2.5
69	ctl	ctl20	nan	5	1	768	0	396.799	399.808	0.5
70	ctl	ctl21	nan	5	1	1124	0	400.31	403.319	2.5
71	ctl	ctl22	nan	8	1	909	0	405.81	408.819	2
72	ctl	ctl23	nan	9	1	593	0	410.808	413.817	11
73	ctl	ctl24	nan	8	1	611	0	424.816	427.825	1
74	enc	enc47	old31	6	1	1051	0	428.812	431.821	1.5
75	enc	enc48	old05	6	1	1150	0	433.308	436.317	0.5
76	enc	enc49	old44	8	1	918	0	436.819	439.828	0.5
77	enc	enc50	old52	9	1	1207	0	440.329	443.338	2
78	enc	enc51	old08	6	1	1673	0	445.327	448.336	1
79	ctl	ctl25	nan	9	1	883	0	449.323	452.332	2
80	ctl	ctl26	nan	5	1	927	0	454.321	457.33	4
81	enc	enc52	old47	5	1	1385	0	461.325	464.334	4.5
82	enc	enc53	old65	9	1	820	0	468.831	471.84	8.5
83	enc	enc54	old42	8	1	1026	0	480.332	483.341	1
84	enc	enc55	old58	8	1	805	0	484.344	487.353	6
85	ctl	ctl27	nan	6	1	1105	0	493.354	496.363	1.5
86	enc	enc56	old27	6	1	926	0	497.851	500.86	13
87	ctl	ctl28	nan	6	1	733	0	513.848	516.857	1.5
88	enc	enc57	old64	9	1	1376	0	518.345	521.354	1.5
89	enc	enc58	old66	9	1	1295	0	522.842	525.851	7.5
90	enc	enc59	old60	5	1	1766	0	533.34	536.349	1.5
91	ctl	ctl29	nan	9	1	1387	0	537.837	540.846	3.5
92	enc	enc60	old62	8	1	1258	0	544.339	547.348	1
93	ctl	ctl30	nan	8	1	844	0	548.335	551.344	1.5
94	enc	enc61	old06	8	1	1240	0	552.831	555.84	3.5
95	ctl	ctl31	nan	8	1	944	0	559.334	562.343	4.5
96	enc	enc62	old39	5	1	1136	0	566.84	569.849	3
97	ctl	ctl32	nan	5	1	902	0	572.841	575.85	0.5
98	enc	enc63	old68	8	1	837	0	576.352	579.36	8
99	enc	enc64	old73	9	1	1006	0	587.351	590.36	5
100	ctl	ctl33	nan	9	1	703	0	595.358	598.367	0.5
101	ctl	ctl34	nan	9	1	695	0	598.869	601.878	1
102	enc	enc65	old69	8	1	1232	0	602.881	605.89	11.5
103	enc	enc66	old76	8	1	908	0	617.391	620.4	2.5
104	ctl	ctl35	nan	6	1	694	0	622.89	625.899	2
105	enc	enc67	old04	5	1	954	0	627.889	630.898	0.5
106	enc	enc68	old13	9	1	1019	0	631.399	634.408	1
107	enc	enc69	old33	5	1	1125	0	635.411	638.42	1
108	enc	enc70	old45	9	1	777	0	639.423	642.432	0.5
109	enc	enc71	old35	8	1	1013	0	642.933	645.942	7.5
110	ctl	ctl36	nan	6	1	855	0	653.431	656.44	15
111	enc	enc72	old24	6	1	812	0	671.435	674.444	0.5
112	enc	enc73	old72	9	1	904	0	674.946	677.955	1
113	ctl	ctl37	nan	5	1	977	0	678.958	681.966	0.5
114	ctl	ctl38	nan	6	1	661	0	682.468	685.477	9
115	enc	enc74	old49	5	1	903	0	694.47	697.479	6
116	enc	enc75	old50	6	1	948	0	703.481	706.49	10.5
117	ctl	ctl39	nan	9	1	905	0	716.988	719.997	5
118	enc	enc76	old16	5	1	950	0	724.995	728.004	1
119	enc	enc77	old37	5	1	886	0	729.007	732.016	18.5
120	enc	enc78	old21	8	1	1114	0			
