trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
83	enc	enc56	old35	5	1	416	0	522.506	525.505	5
84	ctl	ctl25	nan	6	1	915	0	530.505	533.505	7.5
85	enc	enc57	old67	6	1	416	0	541.004	544.004	1
86	ctl	ctl26	nan	6	1	791	0	545.004	548.003	1.5
87	ctl	ctl27	nan	9	1	696	0	549.503	552.503	0.5
88	enc	enc58	old26	5	1	1418	0	553.003	556.003	1.5
89	enc	enc59	old74	6	1	418	0	557.502	560.502	2
90	enc	enc60	old42	8	1	918	0	562.502	565.502	1
91	ctl	ctl28	nan	5	1	692	0	566.502	569.501	5
92	ctl	ctl29	nan	8	1	839	0	574.501	577.501	2
93	ctl	ctl30	nan	9	1	844	0	579.5	582.5	5.5
94	ctl	ctl31	nan	6	1	1180	0	588	590.999	0.5
95	enc	enc61	old31	5	1	419	0	591.499	594.499	8
96	ctl	ctl32	nan	5	1	909	0	602.498	605.498	1
97	enc	enc62	old57	5	1	920	0	606.498	609.498	0.5
98	ctl	ctl33	nan	5	1	724	0	609.998	612.997	3.5
99	enc	enc63	old03	5	1	920	0	616.497	619.497	1.5
100	enc	enc64	old05	9	1	1903	0	620.997	623.997	2.5
101	enc	enc65	old62	9	1	2421	0	626.496	629.496	9.5
102	enc	enc66	old66	5	1	1921	0	638.995	641.995	0.5
103	enc	enc67	old59	8	1	702	0	642.495	645.495	1
104	ctl	ctl34	nan	8	1	922	0	646.494	649.494	3
105	enc	enc68	old30	6	1	581	0	652.494	655.494	1
106	enc	enc69	old10	6	1	923	0	656.493	659.493	2
107	ctl	ctl35	nan	8	1	638	0	661.493	664.493	0.5
108	ctl	ctl36	nan	6	1	666	0	664.993	667.992	2
109	enc	enc70	old58	5	1	922	0	669.992	672.992	8.5
110	ctl	ctl37	nan	5	1	923	0	681.491	684.491	1.5
111	enc	enc71	old49	6	1	1602	0	685.991	688.991	1
112	enc	enc72	old02	8	1	1452	0	689.99	692.99	1
113	enc	enc73	old43	9	1	925	0	693.99	696.99	4
114	enc	enc74	old17	8	1	1925	0	700.99	703.989	9.5
115	enc	enc75	old73	9	1	757	0	713.488	716.488	4.5
116	ctl	ctl38	nan	8	1	652	0	720.988	723.987	0.5
117	ctl	ctl39	nan	9	1	698	0	724.487	727.487	4
118	enc	enc76	old54	6	1	1044	0	731.487	734.486	1
119	enc	enc77	old27	5	1	1370	0	735.486	738.486	11.5
120	enc	enc78	old23	6	1	2027	0			
