trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
37	ctl	ctl08	nan	6	1	746	0	185.126	188.135	1.5
38	ctl	ctl09	nan	9	1	1036	0	189.623	192.632	9.5
39	ctl	ctl10	nan	8	1	667	0	202.127	205.136	2
40	ctl	ctl11	nan	5	1	674	0	207.125	210.134	2
41	enc	enc27	old51	8	1	1460	0	212.123	215.132	1
42	ctl	ctl12	nan	9	1	718	0	216.118	219.127	0.5
43	enc	enc28	old16	9	1	1395	0	219.629	222.638	0.5
44	ctl	ctl13	nan	6	1	812	0	223.139	226.148	2
45	enc	enc29	old28	8	1	1373	0	228.138	231.146	4.5
46	enc	enc30	old58	6	1	1702	0	235.643	238.652	3.5
47	enc	enc31	old04	9	1	2205	0	242.146	245.155	8
48	enc	enc32	old71	6	1	1310	0	253.145	256.154	9
49	enc	enc33	old15	9	1	1910	0	265.148	268.157	0.5
50	enc	enc34	old19	6	1	1371	0	268.658	271.667	2.5
51	ctl	ctl14	nan	6	1	1021	0	274.158	277.167	8.5
52	enc	enc35	old78	5	1	1249	0	285.659	288.668	0.5
53	enc	enc36	old12	9	1	1691	0	289.169	292.178	5.5
54	enc	enc37	old02	8	1	1613	0	297.678	300.687	3
55	enc	enc38	old43	6	1	1888	0	303.679	306.688	4
56	ctl	ctl15	nan	6	1	655	0	310.683	313.692	6.5
57	ctl	ctl16	nan	9	1	819	0	320.178	323.187	0.5
58	enc	enc39	old62	6	1	1771	0	323.689	326.698	11.5
59	enc	enc40	old63	5	1	1940	0	338.199	341.208	9.5
60	enc	enc41	old67	6	1	1742	0	350.703	353.712	1
61	ctl	ctl17	nan	8	1	749	0	354.715	357.724	5.5
62	enc	enc42	old53	9	1	1769	0	363.223	366.232	1.5
63	enc	enc43	old23	8	1	2389	0	367.72	370.729	1
64	enc	enc44	old39	9	1	2100	0	371.732	374.741	2
65	ctl	ctl18	nan	9	1	1023	0	376.73	379.739	3.5
66	enc	enc45	old22	8	1	1329	0	383.233	386.242	1.5
67	enc	enc46	old37	9	1	1898	0	387.73	390.739	0.5
68	ctl	ctl19	nan	8	1	745	0	391.24	394.249	2.5
69	ctl	ctl20	nan	5	1	715	0	396.74	399.749	0.5
70	ctl	ctl21	nan	5	1	535	0	400.25	403.259	2.5
71	ctl	ctl22	nan	8	1	688	0	405.75	408.759	2
72	ctl	ctl23	nan	9	1	564	0	410.748	413.757	11
73	ctl	ctl24	nan	8	1	542	0	424.757	427.766	1
74	enc	enc47	old34	6	1	2109	0	428.769	431.778	1.5
75	enc	enc48	old09	6	1	1568	0	433.265	436.274	0.5
76	enc	enc49	old42	8	1	1336	0	436.776	439.785	0.5
77	enc	enc50	old50	9	1	2785	0	440.286	443.295	2
78	enc	enc51	old11	6	1	1955	0	445.284	448.293	1
79	ctl	ctl25	nan	9	1	709	0	449.28	452.289	2
80	ctl	ctl26	nan	5	1	721	0	454.278	457.287	4
81	enc	enc52	old40	5	1	1363	0	461.282	464.291	4.5
82	enc	enc53	old59	9	1	2038	0	468.788	471.797	8.5
83	enc	enc54	old48	8	1	1748	0	480.289	483.298	1
84	enc	enc55	old65	8	1	1311	0	484.301	487.31	6
85	ctl	ctl27	nan	6	1	867	0	493.311	496.32	1.5
86	enc	enc56	old29	6	1	1832	0	497.808	500.817	13
87	ctl	ctl28	nan	6	1	847	0	513.805	516.814	1.5
88	enc	enc57	old57	9	1	1522	0	518.302	521.311	1.5
89	enc	enc58	old75	9	1	1432	0	522.799	525.808	7.5
90	enc	enc59	old54	5	1	2639	0	533.297	536.306	1.5
91	ctl	ctl29	nan	9	1	781	0	537.793	540.802	3.5
92	enc	enc60	old61	8	1	1517	0	544.296	547.305	1
93	ctl	ctl30	nan	8	1	654	0	548.308	551.317	1.5
94	enc	enc61	old13	8	1	1089	0	552.805	555.814	3.5
95	ctl	ctl31	nan	8	1	712	0	559.307	562.316	4.5
96	enc	enc62	old31	5	nan	0	1	566.813	569.822	3
97	ctl	ctl32	nan	5	1	544	0	572.814	575.823	0.5
98	enc	enc63	old69	8	1	791	0	576.325	579.334	8
99	enc	enc64	old76	9	1	895	0	587.324	590.333	5
100	ctl	ctl33	nan	9	1	680	0	595.331	598.34	0.5
101	ctl	ctl34	nan	9	1	481	0	598.842	601.851	1
102	enc	enc65	old72	8	1	1426	0	602.854	605.863	11.5
103	enc	enc66	old73	8	1	1302	0	617.364	620.373	2.5
104	ctl	ctl35	nan	6	1	471	0	622.863	625.872	2
105	enc	enc67	old08	5	1	1636	0	627.862	630.871	0.5
106	enc	enc68	old06	9	1	1221	0	631.372	634.381	1
107	enc	enc69	old36	5	1	1519	0	635.367	638.376	1
108	enc	enc70	old49	9	1	2371	0	639.363	642.372	0.5
109	enc	enc71	old27	8	1	1159	0	642.873	645.882	7.5
110	ctl	ctl36	nan	6	1	721	0	653.371	656.38	15
111	enc	enc72	old21	6	1	1471	0	671.375	674.384	0.5
112	enc	enc73	old70	9	1	1122	0	674.885	677.894	1
113	ctl	ctl37	nan	5	1	692	0	678.897	681.906	0.5
114	ctl	ctl38	nan	6	1	568	0	682.408	685.416	9
115	enc	enc74	old44	5	1	1481	0	694.41	697.419	6
116	enc	enc75	old45	6	1	1974	0	703.42	706.429	10.5
117	ctl	ctl39	nan	9	1	836	0	716.927	719.936	5
118	enc	enc76	old18	5	1	1201	0	724.934	727.943	1
119	enc	enc77	old33	5	1	1249	0	728.929	731.938	18.5
120	enc	enc78	old14	8	1	1150	0			
