trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
66	ctl	ctl17	nan	8	nan	0	1	419.545	422.544	2.5
67	enc	enc47	old74	6	nan	0	1	425.044	428.044	2.5
68	enc	enc48	old34	9	nan	0	1	430.544	433.544	6
69	ctl	ctl18	nan	5	nan	0	1	439.543	442.543	3.5
70	ctl	ctl19	nan	5	nan	0	1	446.043	449.042	1.5
71	enc	enc49	old19	6	nan	0	1	450.542	453.542	2.5
72	ctl	ctl20	nan	8	nan	0	1	456.042	459.042	4
73	ctl	ctl21	nan	9	nan	0	1	463.041	466.041	2
74	enc	enc50	old12	8	nan	0	1	468.041	471.041	3
75	enc	enc51	old59	9	nan	0	1	474.04	477.04	3
76	ctl	ctl22	nan	8	nan	0	1	480.04	483.04	4
77	enc	enc52	old42	8	nan	0	1	487.039	490.039	0.5
78	enc	enc53	old24	9	nan	0	1	490.539	493.539	8
79	ctl	ctl23	nan	9	nan	0	1	501.538	504.538	3
80	ctl	ctl24	nan	6	nan	0	1	507.538	510.538	0.5
81	enc	enc54	old48	5	nan	0	1	511.038	514.037	1.5
82	enc	enc55	old30	8	nan	0	1	515.537	518.537	4
83	enc	enc56	old33	5	nan	0	1	522.537	525.536	5
84	ctl	ctl25	nan	6	nan	0	1	530.536	533.536	7.5
85	enc	enc57	old70	6	nan	0	1	541.035	544.035	1
86	ctl	ctl26	nan	6	nan	0	1	545.035	548.035	1.5
87	ctl	ctl27	nan	9	nan	0	1	549.535	552.534	0.5
88	enc	enc58	old14	5	nan	0	1	553.034	556.034	1.5
89	enc	enc59	old69	6	nan	0	1	557.534	560.534	2
90	enc	enc60	old44	8	nan	0	1	562.534	565.533	1
91	ctl	ctl28	nan	5	nan	0	1	566.533	569.533	5
92	ctl	ctl29	nan	8	nan	0	1	574.533	577.532	2
93	ctl	ctl30	nan	9	nan	0	1	579.532	582.532	5.5
94	ctl	ctl31	nan	6	nan	0	1	588.032	591.031	0.5
95	enc	enc61	old27	5	nan	0	1	591.531	594.531	8
96	ctl	ctl32	nan	5	nan	0	1	602.53	605.53	1
97	enc	enc62	old63	5	nan	0	1	606.53	609.53	0.5
98	ctl	ctl33	nan	5	nan	0	1	610.03	613.03	3.5
99	enc	enc63	old01	5	nan	0	1	616.529	619.529	1.5
100	enc	enc64	old06	9	nan	0	1	621.029	624.029	2.5
101	enc	enc65	old65	9	nan	0	1	626.528	629.528	9.5
102	enc	enc66	old73	5	nan	0	1	639.028	642.027	0.5
103	enc	enc67	old53	8	nan	0	1	642.527	645.527	1
104	ctl	ctl34	nan	8	nan	0	1	646.527	649.527	3
105	enc	enc68	old29	6	nan	0	1	652.526	655.526	1
106	enc	enc69	old13	6	nan	0	1	656.526	659.526	2
107	ctl	ctl35	nan	8	nan	0	1	661.526	664.525	0.5
108	ctl	ctl36	nan	6	nan	0	1	665.025	668.025	2
109	enc	enc70	old58	5	nan	0	1	670.025	673.025	8.5
110	ctl	ctl37	nan	5	nan	0	1	681.524	684.524	1.5
111	enc	enc71	old40	6	nan	0	1	686.024	689.024	1
112	enc	enc72	old04	8	nan	0	1	690.024	693.023	1
113	enc	enc73	old45	9	nan	0	1	694.023	697.023	4
114	enc	enc74	old26	8	nan	0	1	701.023	704.022	9.5
115	enc	enc75	old76	9	nan	0	1	713.522	716.521	4.5
116	ctl	ctl38	nan	8	nan	0	1	721.021	724.021	0.5
117	ctl	ctl39	nan	9	nan	0	1	724.521	727.521	4
118	enc	enc76	old54	6	nan	0	1	731.52	734.52	1
119	enc	enc77	old28	5	nan	0	1	735.52	738.52	11.5
120	enc	enc78	old25	6	nan	0	1			
