trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
101	ctl	ctl32	nan	5	1	807	0	627.386	630.395	2.5
102	enc	enc67	old05	5	1	1241	0	632.886	635.895	0.5
103	ctl	ctl33	nan	9	1	852	0	636.396	639.405	9
104	ctl	ctl34	nan	9	1	750	0	648.399	651.408	2
105	ctl	ctl35	nan	6	1	691	0	653.397	656.406	0.5
106	enc	enc68	old01	9	1	1285	0	656.907	659.916	2
107	ctl	ctl36	nan	6	1	1495	0	661.906	664.915	4.5
108	ctl	ctl37	nan	5	1	703	0	669.411	672.42	4.5
109	ctl	ctl38	nan	6	1	598	0	676.917	679.926	3.5
110	enc	enc69	old27	5	1	940	0	683.42	686.429	1.5
111	enc	enc70	old49	9	1	2181	0	687.916	690.925	4.5
112	enc	enc71	old38	8	1	2381	0	695.422	698.431	0.5
113	enc	enc72	old20	6	1	1402	0	698.933	701.942	0.5
114	enc	enc73	old70	9	1	1643	0	702.443	705.452	5
115	ctl	ctl39	nan	9	1	965	0	710.45	713.459	4.5
116	enc	enc74	old50	5	1	1142	0	717.956	720.965	5.5
117	enc	enc75	old45	6	1	1924	0	726.465	729.474	1
118	enc	enc76	old26	5	1	1126	0	730.477	733.486	0.5
119	enc	enc77	old34	5	1	2818	0	733.987	736.996	13.5
120	enc	enc78	old24	8	1	2652	0			
