trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
30	enc	enc19	old14	8	nan	0	1	180.522	183.522	0.5
31	enc	enc20	old25	5	nan	0	1	184.022	187.021	3.5
32	enc	enc21	old66	9	nan	0	1	190.521	193.521	4.5
33	enc	enc22	old26	9	nan	0	1	198.02	201.02	9.5
34	ctl	ctl09	nan	8	nan	0	1	210.519	213.519	3.5
35	enc	enc23	old01	6	nan	0	1	217.018	220.018	4
36	ctl	ctl10	nan	9	nan	0	1	224.018	227.017	4
37	enc	enc24	old22	8	nan	0	1	231.017	234.017	1
38	enc	enc25	old51	8	nan	0	1	235.017	238.016	6
39	enc	enc26	old20	9	nan	0	1	244.016	247.016	6.5
40	enc	enc27	old48	5	nan	0	1	253.515	256.515	2
41	enc	enc28	old28	6	nan	0	1	258.514	261.514	1.5
42	enc	enc29	old44	9	nan	0	1	263.014	266.014	2.5
43	enc	enc30	old40	8	nan	0	1	268.513	271.513	4.5
44	enc	enc31	old39	6	nan	0	1	276.013	279.012	0.5
45	enc	enc32	old04	6	nan	0	1	279.512	282.512	1
46	ctl	ctl11	nan	6	nan	0	1	283.512	286.512	1.5
47	enc	enc33	old06	9	nan	0	1	288.012	291.011	2
48	enc	enc34	old65	8	nan	0	1	293.011	296.011	4
49	ctl	ctl12	nan	6	nan	0	1	300.01	303.01	2
50	enc	enc35	old03	9	nan	0	1	305.01	308.01	2.5
51	enc	enc36	old63	8	nan	0	1	310.509	313.509	2
52	enc	enc37	old18	9	nan	0	1	315.509	318.509	14.5
53	enc	enc38	old75	6	nan	0	1	333.007	336.007	4
54	enc	enc39	old15	5	nan	0	1	340.006	343.006	1.5
55	ctl	ctl13	nan	5	nan	0	1	344.506	347.506	1
56	enc	enc40	old23	6	nan	0	1	348.506	351.505	3
57	ctl	ctl14	nan	9	nan	0	1	354.505	357.505	5.5
58	ctl	ctl15	nan	8	nan	0	1	363.004	366.004	2
59	ctl	ctl16	nan	9	nan	0	1	368.004	371.003	2.5
60	enc	enc41	old49	6	nan	0	1	373.503	376.503	3
61	enc	enc42	old33	8	nan	0	1	379.503	382.502	3
62	enc	enc43	old31	9	nan	0	1	385.502	388.502	2
63	enc	enc44	old74	5	nan	0	1	390.502	393.501	5
64	enc	enc45	old56	6	nan	0	1	398.501	401.501	4.5
65	enc	enc46	old59	9	nan	0	1	406	409	10.5
66	ctl	ctl17	nan	8	nan	0	1	419.499	422.498	2.5
67	enc	enc47	old72	6	nan	0	1	424.998	427.998	2.5
68	enc	enc48	old38	9	nan	0	1	430.498	433.497	6
69	ctl	ctl18	nan	5	nan	0	1	439.497	442.497	3.5
70	ctl	ctl19	nan	5	nan	0	1	445.996	448.996	1.5
71	enc	enc49	old21	6	nan	0	1	450.496	453.495	2.5
72	ctl	ctl20	nan	8	nan	0	1	455.995	458.995	4
73	ctl	ctl21	nan	9	nan	0	1	462.995	465.994	2
74	enc	enc50	old10	8	nan	0	1	467.994	470.994	3
75	enc	enc51	old61	9	nan	0	1	473.993	476.993	3
76	ctl	ctl22	nan	8	nan	0	1	479.993	482.993	4
77	enc	enc52	old42	8	nan	0	1	486.992	489.992	0.5
78	enc	enc53	old16	9	nan	0	1	490.492	493.492	8
79	ctl	ctl23	nan	9	nan	0	1	501.491	504.491	3
80	ctl	ctl24	nan	6	nan	0	1	507.49	510.49	0.5
81	enc	enc54	old43	5	nan	0	1	510.99	513.99	1.5
82	enc	enc55	old36	8	nan	0	1	515.489	518.489	4
83	enc	enc56	old35	5	nan	0	1	522.489	525.488	5
84	ctl	ctl25	nan	6	nan	0	1	530.488	533.488	7.5
85	enc	enc57	old70	6	nan	0	1	540.987	543.987	1
86	ctl	ctl26	nan	6	nan	0	1	544.987	547.986	1.5
87	ctl	ctl27	nan	9	nan	0	1	549.486	552.486	0.5
88	enc	enc58	old24	5	nan	0	1	552.986	555.985	1.5
89	enc	enc59	old67	6	nan	0	1	557.485	560.485	2
90	enc	enc60	old50	8	nan	0	1	562.485	565.485	1
91	ctl	ctl28	nan	5	nan	0	1	566.484	569.484	5
92	ctl	ctl29	nan	8	nan	0	1	574.484	577.483	2
93	ctl	ctl30	nan	9	nan	0	1	579.483	582.483	5.5
94	ctl	ctl31	nan	6	nan	0	1	587.982	590.982	0.5
95	enc	enc61	old29	5	nan	0	1	591.482	594.482	8
96	ctl	ctl32	nan	5	nan	0	1	602.481	605.481	1
97	enc	enc62	old54	5	nan	0	1	606.481	609.48	0.5
98	ctl	ctl33	nan	5	nan	0	1	609.98	612.98	3.5
99	enc	enc63	old02	5	nan	0	1	616.48	619.479	1.5
100	enc	enc64	old07	9	nan	0	1	620.979	623.979	2.5
101	enc	enc65	old64	9	nan	0	1	626.479	629.478	9.5
102	enc	enc66	old73	5	nan	0	1	638.977	641.977	0.5
103	enc	enc67	old57	8	nan	0	1	642.477	645.477	1
104	ctl	ctl34	nan	8	nan	0	1	646.477	649.476	3
105	enc	enc68	old27	6	nan	0	1	652.476	655.476	1
106	enc	enc69	old13	6	nan	0	1	656.476	659.475	2
107	ctl	ctl35	nan	8	nan	0	1	661.475	664.475	0.5
108	ctl	ctl36	nan	6	nan	0	1	664.975	667.975	2
109	enc	enc70	old53	5	nan	0	1	669.974	672.974	8.5
110	ctl	ctl37	nan	5	nan	0	1	681.473	684.473	1.5
111	enc	enc71	old46	6	nan	0	1	685.973	688.973	1
112	enc	enc72	old11	8	nan	0	1	689.972	692.972	1
113	enc	enc73	old52	9	nan	0	1	693.972	696.972	4
114	enc	enc74	old19	8	nan	0	1	700.971	703.971	9.5
115	enc	enc75	old68	9	nan	0	1	713.47	716.47	4.5
116	ctl	ctl38	nan	8	nan	0	1	720.969	723.969	0.5
117	ctl	ctl39	nan	9	nan	0	1	724.469	727.469	4
118	enc	enc76	old55	6	nan	0	1	731.468	734.468	1
119	enc	enc77	old37	5	nan	0	1	735.468	738.468	11.5
120	enc	enc78	old17	6	nan	0	1			
