trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
31	enc	enc20	old17	5	nan	0	1	171.058	174.058	7
32	ctl	ctl09	nan	8	nan	0	1	181.057	184.057	2.5
33	enc	enc21	old41	9	nan	0	1	186.556	189.556	5
34	enc	enc22	old21	9	nan	0	1	194.556	197.555	1
35	enc	enc23	old05	6	nan	0	1	198.555	201.555	10
36	enc	enc24	old20	8	nan	0	1	211.554	214.554	1.5
37	enc	enc25	old76	8	nan	0	1	216.054	219.053	0.5
38	enc	enc26	old23	9	nan	0	1	219.553	222.553	2.5
39	enc	enc27	old78	5	nan	0	1	225.053	228.053	3.5
40	enc	enc28	old38	6	nan	0	1	231.552	234.552	1
41	ctl	ctl10	nan	9	nan	0	1	235.552	238.552	0.5
42	ctl	ctl11	nan	6	nan	0	1	239.052	242.051	1.5
43	ctl	ctl12	nan	6	nan	0	1	243.551	246.551	7
44	ctl	ctl13	nan	5	nan	0	1	253.55	256.55	7
45	enc	enc29	old67	9	nan	0	1	263.55	266.549	2
46	enc	enc30	old70	8	nan	0	1	268.549	271.549	6.5
47	ctl	ctl14	nan	9	nan	0	1	278.048	281.048	3.5
48	enc	enc31	old30	6	nan	0	1	284.548	287.547	2.5
49	enc	enc32	old04	6	nan	0	1	290.047	293.047	4
50	enc	enc33	old03	9	nan	0	1	297.047	300.046	3.5
51	enc	enc34	old53	8	nan	0	1	303.546	306.546	1
52	ctl	ctl15	nan	8	nan	0	1	307.546	310.545	6.5
53	enc	enc35	old12	9	nan	0	1	317.045	320.044	7.5
54	ctl	ctl16	nan	9	nan	0	1	327.544	330.544	2.5
55	ctl	ctl17	nan	8	nan	0	1	333.043	336.043	1.5
56	enc	enc36	old59	8	nan	0	1	337.543	340.543	1
57	enc	enc37	old14	9	nan	0	1	341.543	344.542	3
58	enc	enc38	old51	6	nan	0	1	347.542	350.542	2.5
59	ctl	ctl18	nan	5	nan	0	1	353.042	356.041	1
60	enc	enc39	old24	5	nan	0	1	357.041	360.041	9
61	enc	enc40	old25	6	nan	0	1	369.04	372.04	1.5
62	enc	enc41	old77	6	nan	0	1	373.54	376.539	8.5
63	enc	enc42	old34	8	nan	0	1	385.039	388.038	8
64	enc	enc43	old39	9	nan	0	1	396.038	399.037	1.5
65	ctl	ctl19	nan	5	nan	0	1	400.537	403.537	5
66	enc	enc44	old46	5	nan	0	1	408.537	411.536	1
67	ctl	ctl20	nan	8	nan	0	1	412.536	415.536	3
68	ctl	ctl21	nan	9	nan	0	1	418.536	421.535	5
69	enc	enc45	old60	6	nan	0	1	426.535	429.535	0.5
70	ctl	ctl22	nan	8	nan	0	1	430.035	433.034	1.5
71	enc	enc46	old63	9	nan	0	1	434.534	437.534	0.5
72	enc	enc47	old47	6	nan	0	1	438.034	441.034	2
73	enc	enc48	old28	9	nan	0	1	443.033	446.033	1.5
74	enc	enc49	old16	6	nan	0	1	447.533	450.533	1
75	enc	enc50	old06	8	nan	0	1	451.533	454.532	2.5
76	enc	enc51	old57	9	nan	0	1	457.032	460.032	5.5
77	enc	enc52	old71	8	nan	0	1	465.531	468.531	2.5
78	ctl	ctl23	nan	9	nan	0	1	471.031	474.031	1.5
79	enc	enc53	old15	9	nan	0	1	475.531	478.53	0.5
80	ctl	ctl24	nan	6	nan	0	1	479.03	482.03	3
81	enc	enc54	old74	5	nan	0	1	485.03	488.029	3.5
82	enc	enc55	old31	8	nan	0	1	491.529	494.529	7.5
83	enc	enc56	old37	5	nan	0	1	502.028	505.028	2.5
84	enc	enc57	old50	6	nan	0	1	507.528	510.527	0.5
85	ctl	ctl25	nan	6	nan	0	1	511.027	514.027	1
86	enc	enc58	old18	5	nan	0	1	515.027	518.027	4
87	enc	enc59	old48	6	nan	0	1	522.026	525.026	11.5
88	enc	enc60	old75	8	nan	0	1	536.525	539.525	0.5
89	ctl	ctl26	nan	6	nan	0	1	540.025	543.025	4
90	ctl	ctl27	nan	9	nan	0	1	547.024	550.024	0.5
91	ctl	ctl28	nan	5	nan	0	1	550.524	553.524	2.5
92	enc	enc61	old33	5	nan	0	1	556.023	559.023	3
93	enc	enc62	old56	5	nan	0	1	562.023	565.023	1
94	ctl	ctl29	nan	8	nan	0	1	566.022	569.022	2
95	enc	enc63	old11	5	nan	0	1	571.022	574.022	0.5
96	enc	enc64	old13	9	nan	0	1	574.522	577.521	7
97	ctl	ctl30	nan	9	nan	0	1	584.521	587.521	0.5
98	enc	enc65	old61	9	nan	0	1	588.021	591.02	0.5
99	enc	enc66	old42	5	nan	0	1	591.52	594.52	0.5
100	ctl	ctl31	nan	6	nan	0	1	595.02	598.02	1.5
101	ctl	ctl32	nan	5	nan	0	1	599.519	602.519	3
102	enc	enc67	old54	8	nan	0	1	605.519	608.519	1.5
103	enc	enc68	old32	6	nan	0	1	610.019	613.018	4.5
104	ctl	ctl33	nan	5	nan	0	1	617.518	620.518	0.5
105	ctl	ctl34	nan	8	nan	0	1	621.018	624.017	8
106	enc	enc69	old01	6	nan	0	1	632.017	635.016	1
107	enc	enc70	old64	5	nan	0	1	636.016	639.016	4.5
108	ctl	ctl35	nan	8	nan	0	1	643.516	646.515	2
109	ctl	ctl36	nan	6	nan	0	1	648.515	651.515	1
110	enc	enc71	old68	6	nan	0	1	652.515	655.514	2
111	enc	enc72	old09	8	nan	0	1	657.514	660.514	2
112	ctl	ctl37	nan	5	nan	0	1	662.514	665.514	10
113	ctl	ctl38	nan	8	nan	0	1	675.513	678.512	3.5
114	enc	enc73	old69	9	nan	0	1	682.012	685.012	9
115	enc	enc74	old26	8	nan	0	1	694.011	697.011	0.5
116	ctl	ctl39	nan	9	nan	0	1	697.511	700.51	7
117	enc	enc75	old40	9	nan	0	1	707.51	710.51	12.5
118	enc	enc76	old58	6	nan	0	1	723.008	726.008	2.5
119	enc	enc77	old35	5	nan	0	1	728.508	731.508	18.5
120	enc	enc78	old19	6	nan	0	1			
