trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
86	enc	enc58	old26	5	3	1780	0	515.029	518.029	4
87	enc	enc59	old47	6	3	1709	0	522.029	525.029	11.5
88	enc	enc60	old68	8	3	1107	0	536.528	539.527	0.5
89	ctl	ctl26	nan	6	3	906	0	540.027	543.027	4
90	ctl	ctl27	nan	9	3	687	0	547.027	550.026	0.5
91	ctl	ctl28	nan	5	3	549	0	550.526	553.526	2.5
92	enc	enc61	old27	5	3	1635	0	556.026	559.026	3
93	enc	enc62	old60	5	3	1396	0	562.025	565.025	1
94	ctl	ctl29	nan	8	3	902	0	566.025	569.025	2
95	enc	enc63	old10	5	3	1264	0	571.024	574.024	0.5
96	enc	enc64	old04	9	3	1675	0	574.524	577.524	7
97	ctl	ctl30	nan	9	3	890	0	584.523	587.523	0.5
98	enc	enc65	old59	9	3	679	0	588.023	591.023	0.5
99	enc	enc66	old42	5	3	635	0	591.523	594.522	0.5
100	ctl	ctl31	nan	6	3	617	0	595.022	598.022	1.5
101	ctl	ctl32	nan	5	3	732	0	599.522	602.522	3
102	enc	enc67	old56	8	3	1215	0	605.521	608.521	1.5
103	enc	enc68	old34	6	3	849	0	610.021	613.021	4.5
104	ctl	ctl33	nan	5	3	678	0	617.52	620.52	0.5
105	ctl	ctl34	nan	8	3	646	0	621.02	624.02	8
106	enc	enc69	old13	6	3	1361	0	632.019	635.019	1
107	enc	enc70	old64	5	3	998	0	636.019	639.018	4.5
108	ctl	ctl35	nan	8	3	891	0	643.518	646.518	2
109	ctl	ctl36	nan	6	3	579	0	648.518	651.517	1
110	enc	enc71	old74	6	3	1786	0	652.517	655.517	2
111	enc	enc72	old01	8	3	1631	0	657.517	660.516	2
112	ctl	ctl37	nan	5	3	557	0	662.516	665.516	10
113	ctl	ctl38	nan	8	3	587	0	675.515	678.515	3.5
114	enc	enc73	old70	9	3	934	0	682.015	685.014	9
115	enc	enc74	old20	8	3	849	0	694.013	697.013	0.5
116	ctl	ctl39	nan	9	3	739	0	697.513	700.513	7
117	enc	enc75	old44	9	3	1564	0	707.512	710.512	12.5
118	enc	enc76	old62	6	3	1248	0	723.011	726.011	2.5
119	enc	enc77	old35	5	3	1026	0	728.51	731.51	18.5
120	enc	enc78	old17	6	3	1324	0			
