trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
42	ctl	ctl11	nan	6	2	677	0	239.113	242.113	1.5
43	ctl	ctl12	nan	6	2	587	0	243.612	246.612	7
44	ctl	ctl13	nan	5	2	619	0	253.612	256.611	7
45	enc	enc29	old73	9	2	637	0	263.611	266.61	2
46	enc	enc30	old66	8	2	730	0	268.61	271.61	6.5
47	ctl	ctl14	nan	9	2	707	0	278.109	281.109	3.5
48	enc	enc31	old33	6	2	803	0	284.609	287.608	2.5
49	enc	enc32	old09	6	2	1471	0	290.108	293.108	4
50	enc	enc33	old03	9	2	939	0	297.107	300.107	3.5
51	enc	enc34	old60	8	2	976	0	303.607	306.607	1
52	ctl	ctl15	nan	8	2	1274	0	307.606	310.606	6.5
53	enc	enc35	old01	9	2	913	0	317.106	320.105	7.5
54	ctl	ctl16	nan	9	2	701	0	327.605	330.604	2.5
55	ctl	ctl17	nan	8	2	759	0	333.104	336.104	1.5
56	enc	enc36	old64	8	2	753	0	337.604	340.603	1
57	enc	enc37	old16	9	2	822	0	341.603	344.603	3
58	enc	enc38	old42	6	2	726	0	347.603	350.602	2.5
59	ctl	ctl18	nan	5	2	1174	0	353.102	356.102	1
60	enc	enc39	old15	5	2	685	0	357.102	360.102	9
61	enc	enc40	old26	6	2	804	0	369.101	372.1	1.5
62	enc	enc41	old74	6	2	723	0	373.6	376.6	8.5
63	enc	enc42	old38	8	2	786	0	385.099	388.099	8
64	enc	enc43	old32	9	2	688	0	396.098	399.098	1.5
65	ctl	ctl19	nan	5	2	715	0	400.598	403.597	5
66	enc	enc44	old41	5	2	663	0	408.597	411.597	1
67	ctl	ctl20	nan	8	2	1370	0	412.597	415.596	3
68	ctl	ctl21	nan	9	2	665	0	418.596	421.596	5
69	enc	enc45	old53	6	2	698	0	426.595	429.595	0.5
70	ctl	ctl22	nan	8	2	695	0	430.095	433.095	1.5
71	enc	enc46	old65	9	2	605	0	434.595	437.594	0.5
72	enc	enc47	old47	6	2	731	0	438.094	441.094	2
73	enc	enc48	old27	9	2	869	0	443.094	446.094	1.5
74	enc	enc49	old18	6	2	670	0	447.593	450.593	1
75	enc	enc50	old08	8	2	570	0	451.593	454.593	2.5
76	enc	enc51	old54	9	2	963	0	457.093	460.092	5.5
77	enc	enc52	old76	8	2	682	0	465.592	468.591	2.5
78	ctl	ctl23	nan	9	2	2316	0	471.091	474.091	1.5
79	enc	enc53	old23	9	2	534	0	475.591	478.59	0.5
80	ctl	ctl24	nan	6	2	801	0	479.09	482.09	3
81	enc	enc54	old72	5	2	1154	0	485.09	488.09	3.5
82	enc	enc55	old31	8	2	1204	0	491.589	494.589	7.5
83	enc	enc56	old34	5	2	1939	0	502.088	505.088	2.5
84	enc	enc57	old45	6	2	717	0	507.588	510.587	0.5
85	ctl	ctl25	nan	6	2	660	0	511.087	514.087	1
86	enc	enc58	old14	5	2	870	0	515.087	518.087	4
87	enc	enc59	old51	6	2	565	0	522.086	525.086	11.5
88	enc	enc60	old78	8	2	646	0	536.585	539.585	0.5
89	ctl	ctl26	nan	6	2	650	0	540.085	543.084	4
90	ctl	ctl27	nan	9	2	809	0	547.084	550.084	0.5
91	ctl	ctl28	nan	5	2	671	0	550.584	553.584	2.5
92	enc	enc61	old28	5	2	607	0	556.083	559.083	3
93	enc	enc62	old63	5	2	959	0	562.083	565.082	1
94	ctl	ctl29	nan	8	2	1046	0	566.082	569.082	2
95	enc	enc63	old11	5	2	827	0	571.082	574.082	0.5
96	enc	enc64	old12	9	2	652	0	574.582	577.581	7
97	ctl	ctl30	nan	9	2	785	0	584.581	587.58	0.5
98	enc	enc65	old57	9	2	701	0	588.08	591.08	0.5
99	enc	enc66	old50	5	2	647	0	591.58	594.58	0.5
100	ctl	ctl31	nan	6	2	1153	0	595.08	598.079	1.5
101	ctl	ctl32	nan	5	2	754	0	599.579	602.579	3
102	enc	enc67	old56	8	2	1674	0	605.579	608.578	1.5
103	enc	enc68	old36	6	2	637	0	610.078	613.078	4.5
104	ctl	ctl33	nan	5	2	569	0	617.578	620.577	0.5
105	ctl	ctl34	nan	8	2	784	0	621.077	624.077	8
106	enc	enc69	old13	6	2	620	0	632.076	635.076	1
107	enc	enc70	old59	5	2	1695	0	636.076	639.076	4.5
108	ctl	ctl35	nan	8	2	2382	0	643.575	646.575	2
109	ctl	ctl36	nan	6	2	629	0	648.575	651.574	1
110	enc	enc71	old69	6	2	545	0	652.574	655.574	2
111	enc	enc72	old02	8	2	1324	0	657.574	660.574	2
112	ctl	ctl37	nan	5	2	703	0	662.573	665.573	10
113	ctl	ctl38	nan	8	2	1800	0	675.572	678.572	3.5
114	enc	enc73	old71	9	2	677	0	682.071	685.071	9
115	enc	enc74	old21	8	2	817	0	694.07	697.07	0.5
116	ctl	ctl39	nan	9	2	1724	0	697.57	700.57	7
117	enc	enc75	old44	9	2	543	0	707.569	710.569	12.5
118	enc	enc76	old58	6	2	788	0	723.068	726.067	2.5
119	enc	enc77	old30	5	2	2199	0	728.567	731.567	18.5
120	enc	enc78	old19	6	2	744	0			
