	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	Condition	CorrectSource	Stim_RT
34	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.295	9	738	1	8	1.238
35	OLD	animal_lion_new.bmp	Old07	1	1	1.276	6	776	1	9	1.0
36	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.296	8	531	1	5	1.311
37	New	kitchen_baking spatula.bmp	New01	1	2	2.437	8	531	1	6	0.998
38	OLD	sporting_karate clothing.bmp	Old60	0	2	1.435	8	531	1	9	1.365
39	New	fruit_apricot_new.bmp	New04	1	2	1.48	8	531	1	8	1.046
40	OLD	vegie_mushroom.bmp	Old76	0	2	2.1	8	531	1	6	0.987
41	OLD	animal_parrot.bmp	Old09	1	1	3.327	8	897	1	6	1.296
42	OLD	sporting_fishing rod.bmp	Old59	1	1	2.9	6	519	0	6	1.0
43	OLD	sporting_bicycle_old.bmp	Old55	0	2	3.002	6	519	1	9	0.924
44	OLD	sporting_hockey stick_old.bmp	Old58	0	2	1.865	6	519	1	8	0.856
45	OLD	kitchen_ladle.bmp	Old31	0	2	2.4930000000000003	6	519	0	6	0.9540000000000001
46	OLD	kitchen_plate.bmp	Old35	0	2	1.368	6	519	1	9	0.992
47	OLD	food_rawchicken.bmp	Old23	1	1	1.663	5	533	1	8	1.2570000000000001
48	OLD	musical_double bass.bmp	Old45	1	1	1.246	6	555	1	9	1.056
49	OLD	fruit_lemon_new.bmp	Old69	1	1	1.788	8	1494	1	6	1.265
50	New	sporting_basketball_new.bmp	New14	0	1	1.27	6	283	1	5	1.7630000000000001
51	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.43	9	436	0	5	0.738
52	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.5780000000000003	9	436	1	6	1.112
53	OLD	animal_camel_new.bmp	Old01	1	1	1.305	8	460	0	9	1.16
54	OLD	vegie_green capsicum.bmp	Old75	1	1	1.465	5	542	0	8	0.866
55	New	food_bagel01.bmp	New17	1	2	2.503	5	542	0	9	0.727
56	New	food_drink.bmp	New05	1	2	1.29	5	542	1	6	1.286
57	OLD	vegie_cauliflower.bmp	Old72	1	1	1.318	6	416	1	8	1.031
58	New	vegie_pumpkin.bmp	New21	1	2	1.599	6	416	1	9	0.9009999999999999
59	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.614	6	413	1	5	1.145
60	New	vegie_broccoli.bmp	New36	0	1	3.555	5	500	1	6	1.494
61	New	vegie_cucumber.bmp	New33	1	2	1.8230000000000002	5	500	1	9	1.176
62	New	food_pizza.bmp	New22	1	2	1.485	5	500	0	8	0.828
63	OLD	musical_tuba.bmp	Old50	1	1	1.288	5	1443	1	6	1.087
64	OLD	Kitchen_apron.bmp	Old27	0	2	2.705	5	1443	1	9	1.175
65	New	animal_giraffe.bmp	New03	1	2	2.7239999999999998	5	1443	0	5	0.963
66	OLD	food_pickle01a.bmp	Old22	1	1	1.262	8	451	0	5	0.74
67	OLD	musical_piano_old.bmp	Old48	1	1	1.272	9	524	1	6	0.919
68	New	animal_pigeon.bmp	New32	1	2	2.662	9	524	0	8	0.7959999999999999
69	OLD	kitchen_pitcher.bmp	Old34	1	1	2.306	5	629	0	9	0.873
70	OLD	kitchen_martini glass.bmp	Old32	1	1	1.579	6	307	1	8	0.925
71	OLD	kitchen_cookie cutter.bmp	Old30	0	2	1.558	6	307	1	9	0.988
72	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.239	5	468	0	8	0.8290000000000001
73	OLD	food_shellpasta.bmp	Old25	1	1	3.1839999999999997	5	383	1	8	1.03
74	OLD	animal_sheep.bmp	Old11	1	1	1.775	6	352	1	9	0.951
75	New	musical_zamponia windflute.bmp	New29	1	2	1.9040000000000001	6	352	0	9	1.004
76	New	kitchen_kettle_new.bmp	New24	0	1	2.635	5	632	0	6	0.894
77	New	fruit_rasberry.bmp	New10	1	2	2.39	5	632	1	5	1.1320000000000001
78	OLD	vegie_carrot.bmp	Old78	1	1	1.237	8	1132	1	8	0.932
79	New	food_walnut01c.bmp	New34	1	2	1.805	8	1132	1	5	0.9079999999999999
80	OLD	musical_harmonica_new.bmp	Old47	1	1	1.2109999999999999	5	450	0	6	0.778
81	OLD	animal_penguin.bmp	Old10	1	1	1.743	8	512	1	6	0.946
82	OLD	musical_xylophone_old.bmp	Old52	1	1	3.93	5	1477	0	6	0.8240000000000001
83	OLD	kitchen_white strainer.bmp	Old38	1	1	1.4880000000000002	5	1668	0	9	0.758
84	New	animal_seal.bmp	New38	1	2	3.528	5	1668	1	5	0.9620000000000001
85	New	musical_french horn_old.bmp	New12	0	1	1.274	6	1214	1	6	0.8059999999999999
86	OLD	vegie_corn02.bmp	Old73	0	2	1.94	6	1214	1	8	0.9470000000000001
87	OLD	musical_drums_old.bmp	Old46	1	1	1.038	8	442	0	5	0.8640000000000001
88	OLD	animal_zebra_old.bmp	Old13	1	1	1.5290000000000001	9	507	0	8	0.698
89	OLD	sporting_americanfootball.bmp	Old53	0	2	3.318	9	507	0	9	0.6729999999999999
90	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.696	8	1068	0	6	0.85
91	OLD	food_baguette01.bmp	Old14	0	2	2.472	8	1068	1	5	1.014
92	OLD	animal_monarch_old.bmp	Old08	1	1	1.604	5	362	0	5	0.985
93	OLD	musical_violin_old.bmp	Old51	1	1	1.266	9	760	1	5	1.415
94	OLD	sporting_rollerblade.bmp	Old62	0	2	1.4	9	760	0	5	0.561
95	OLD	animal_chimpanzee.bmp	Old03	0	2	1.335	9	760	1	5	0.5379999999999999
96	OLD	kitchen_peppermill.bmp	Old33	0	2	1.784	9	760	1	9	0.75
97	OLD	animal_farm pig.bmp	Old05	1	1	2.024	8	510	1	9	0.872
98	OLD	animal_cheetah.bmp	Old02	0	2	2.6239999999999997	8	510	1	5	0.633
99	New	animal_gorilla.bmp	New15	1	2	1.3430000000000002	8	510	1	8	0.9740000000000001
100	New	musical_bagpipes.bmp	New35	1	2	1.6880000000000002	8	510	0	8	0.6409999999999999
101	OLD	sporting_skipping rope.bmp	Old63	0	2	1.196	8	510	1	6	0.654
102	OLD	musical_accordion_old.bmp	Old41	1	1	1.555	8	1076	1	6	1.003
103	New	fruit_granny smith apple.bmp	New16	1	2	1.32	8	1076	0	8	0.687
104	New	vegie_snowpea01.bmp	New27	1	2	1.194	8	1076	0	6	0.6829999999999999
105	OLD	food_chocolatemilk.bmp	Old17	1	1	1.713	9	1348	1	5	0.653
106	New	musical_uculele_new.bmp	New39	0	1	1.653	6	466	0	5	0.7759999999999999
107	OLD	food_softcheese.bmp	Old24	0	2	1.902	6	466	1	6	0.8909999999999999
108	New	kitchen_toaster_old.bmp	New30	1	2	1.256	6	466	1	8	1.006
109	OLD	vegie_radish.bmp	Old77	1	1	1.253	9	338	1	9	0.637
110	New	sporting_flippers.bmp	New02	1	2	1.587	9	338	1	8	0.705
111	New	fruit_cherry.bmp	Old67	1	1	1.131	9	413	1	9	0.983
112	OLD	animal_frog.bmp	Old06	0	2	1.9	9	413	0	8	0.648
113	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.574	5	526	0	9	0.782
114	OLD	musical_clarinet_new.bmp	Old44	1	1	1.056	6	380	1	6	0.8420000000000001
115	New	food_cookie01.bmp	New11	1	2	2.125	6	380	1	5	1.093
116	OLD	fruit_green grapes.bmp	Old68	0	2	1.551	6	380	1	6	1.1320000000000001
