	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
41	New	vegie_cucumber.bmp	New33	0	1	2.1109999999999998	9.0	1130	276.16200000000003	3.0	279.171	0.5	Old11	Enc32
42	OLD	animal_dalmation_old.bmp	Old04	1	1	1.883	9.0	704	279.672	3.0	282.681	1.0	False	CTL11
43	New	animal_ostrich.bmp	New26	1	2	1.834	9.0	704	283.668	3.0	286.677	1.5	Old12	Enc33
44	OLD	animal_monarch_old.bmp	Old08	1	1	2.439	5.0	837	288.164	3.0	291.173	2.0	Old58	Enc34
45	OLD	fruit_green grapes.bmp	Old68	1	1	1.489	5.0	853	293.163	3.0	296.172	4.0	False	CTL12
46	OLD	animal_cheetah.bmp	Old02	1	1	12.657	9.0	906	300.16700000000003	3.0	303.176	2.0	Old04	Enc35
47	New	vegie_pumpkin.bmp	New21	1	2	1.956	9.0	906	305.165	3.0	308.17400000000004	2.5	Old55	Enc36
48	OLD	animal_penguin.bmp	Old10	0	2	2.141	9.0	906	310.665	3.0	313.67400000000004	2.0	Old19	Enc37
49	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.31	6.0	945	315.663	3.0	318.672	14.0	Old74	Enc38
50	OLD	fruit_pineapple_old.bmp	Old70	1	1	2.698	5.0	1229	333.166	3.0	336.175	4.0	Old17	Enc39
51	OLD	food_cracker02.bmp	Old18	1	1	2.171	9.0	955	340.17	3.0	343.17900000000003	1.5	False	CTL13
52	New	kitchen_spatula_old.bmp	New37	1	2	1.9	9.0	955	344.667	3.0	347.676	1.0	Old14	Enc40
53	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.335	5.0	865	348.67900000000003	3.0	351.68800000000005	3.0	False	CTL14
54	OLD	sporting_hockey stick_old.bmp	Old58	0	2	2.5810000000000004	5.0	865	354.68	3.0	357.689	5.5	False	CTL15
55	OLD	fruit_blackberry_new.bmp	Old66	0	2	1.806	5.0	865	363.189	3.0	366.19800000000004	2.0	False	CTL16
56	OLD	animal_siamese cat.bmp	Old12	0	2	0.9640000000000001	5.0	865	368.18699999999995	3.0	371.19599999999997	2.5	Old44	Enc41
57	OLD	animal_lion_new.bmp	Old07	1	1	1.86	6.0	4369	373.68699999999995	3.0	376.69599999999997	3.0	Old34	Enc42
58	OLD	musical_double bass.bmp	Old45	1	1	1.018	8.0	3032	379.68800000000005	3.0	382.69699999999983	3.0	Old32	Enc43
59	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	2.638	8.0	2788	385.689	3.0	388.69800000000004	2.0	Old70	Enc44
60	New	food_walnut01c.bmp	New34	1	2	1.676	8.0	2788	390.68800000000005	3.0	393.69599999999997	5.0	Old60	Enc45
61	New	sporting_flippers.bmp	New02	1	2	1.736	8.0	2788	398.695	3.0	401.704	4.5	Old56	Enc46
62	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.281	8.0	2788	406.20099999999996	3.0	409.21	10.0	False	CTL17
63	OLD	musical_clarinet_new.bmp	Old44	1	1	1.709	9.0	1656	419.708	3.0	422.717	2.5	Old77	Enc47
64	OLD	musical_drums_old.bmp	Old46	1	1	2.156	6.0	1405	425.207	3.0	428.216	2.5	Old27	Enc48
65	OLD	food_chocolatemilk.bmp	Old17	0	2	1.8840000000000001	6.0	1405	430.707	3.0	433.716	6.0	False	CTL18
66	New	kitchen_baking spatula.bmp	New01	1	2	1.4	6.0	1405	439.717	3.0	442.726	3.5	False	CTL19
67	OLD	sporting_fishing rod.bmp	Old59	0	2	0.943	6.0	1405	446.22	3.0	449.22900000000004	1.5	Old21	Enc49
68	OLD	animal_sheep.bmp	Old11	0	2	3.4160000000000004	6.0	1405	450.717	3.0	453.726	2.5	False	CTL20
69	OLD	food_croissant01.bmp	Old19	1	1	1.6380000000000001	9.0	757	456.217	3.0	459.226	4.0	False	CTL21
70	OLD	musical_tuba.bmp	Old50	0	2	2.021	9.0	757	463.221	3.0	466.23	2.0	Old03	Enc50
71	OLD	sporting_skipping rope.bmp	Old63	0	2	2.61	9.0	757	468.219	3.0	471.228	3.0	Old61	Enc51
72	OLD	vegie_radish.bmp	Old77	1	1	1.777	6.0	1641	474.22	3.0	477.22900000000004	3.0	False	CTL22
73	New	musical_french horn_old.bmp	New12	0	1	3.326	8.0	897	480.222	3.0	483.231	4.0	Old51	Enc52
74	OLD	kitchen_big cooking pot.bmp	Old28	0	2	1.7080000000000002	8.0	897	487.226	3.0	490.235	0.5	Old26	Enc53
75	New	food_pizza.bmp	New22	1	2	0.895	8.0	897	490.736	3.0	493.745	8.0	False	CTL23
76	New	sporting_baseball bat_new.bmp	New08	1	2	1.882	8.0	897	501.736	3.0	504.745	3.0	False	CTL24
77	New	musical_zamponia windflute.bmp	New29	0	1	5.926	5.0	513	507.73699999999997	3.0	510.746	0.5	Old48	Enc54
78	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.515	8.0	2582	511.24800000000005	3.0	514.257	1.5	Old39	Enc55
79	New	kitchen_toaster_old.bmp	New30	1	2	1.358	8.0	2582	515.745	3.0	518.754	4.0	Old29	Enc56
80	OLD	vegie_cauliflower.bmp	Old72	1	1	1.4709999999999999	9.0	731	522.749	3.0	525.758	5.0	False	CTL25
81	OLD	food_frenchfries.bmp	Old20	1	1	1.556	8.0	757	530.756	3.0	533.765	7.5	Old71	Enc57
82	OLD	kitchen_martini glass.bmp	Old32	1	1	1.9169999999999998	9.0	792	541.254	3.0	544.263	1.0	False	CTL26
83	OLD	kitchen_white strainer.bmp	Old38	0	2	3.9589999999999996	9.0	792	545.249	3.0	548.258	1.5	False	CTL27
84	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.391	6.0	1711	549.746	3.0	552.755	0.5	Old24	Enc58
85	New	sporting_windsurf.bmp	New31	1	2	3.49	6.0	1711	553.257	3.0	556.266	1.5	Old76	Enc59
86	New	food_bread.bmp	New28	1	2	1.837	6.0	1711	557.753	3.0	560.762	2.0	Old43	Enc60
87	OLD	musical_harmonica_new.bmp	Old47	0	2	2.123	6.0	1711	562.752	3.0	565.761	1.0	False	CTL28
88	New	kitchen_ramekin.bmp	New13	1	2	8.933	6.0	1711	566.764	3.0	569.773	5.0	False	CTL29
89	OLD	food_softcheese.bmp	Old24	1	1	1.729	5.0	963	574.771	3.0	577.78	2.0	False	CTL30
90	OLD	vegie_green capsicum.bmp	Old75	1	1	1.9709999999999999	8.0	851	579.769	3.0	582.778	5.5	False	CTL31
91	OLD	animal_chimpanzee.bmp	Old03	0	2	2.8080000000000003	8.0	851	588.278	3.0	591.2869999999998	0.5	Old37	Enc61
92	OLD	food_pickle01a.bmp	Old22	0	2	1.375	8.0	851	591.788	3.0	594.797	8.0	False	CTL32
93	New	vegie_broccoli.bmp	New36	1	2	1.7990000000000002	8.0	851	602.788	3.0	605.797	1.0	Old57	Enc62
94	OLD	sporting_Badminton Racquet.bmp	Old54	0	2	1.27	8.0	851	606.8	3.0	609.809	0.5	False	CTL33
95	New	musical_tambourine_new.bmp	New06	1	2	1.714	8.0	851	610.31	3.0	613.319	3.5	Old01	Enc63
96	OLD	food_pecan02.bmp	Old21	1	1	1.597	6.0	2171	616.813	3.0	619.822	1.5	Old05	Enc64
97	New	food_drink.bmp	New05	1	2	1.14	6.0	2171	621.31	3.0	624.319	2.5	Old65	Enc65
98	OLD	sporting_karate clothing.bmp	Old60	0	2	1.5959999999999999	6.0	2171	626.81	3.0	629.819	9.5	Old66	Enc66
99	New	animal_horse.bmp	New20	1	2	1.251	6.0	2171	639.314	3.0	642.323	0.5	Old64	Enc67
100	New	kitchen_fork_old.bmp	New18	1	2	0.8320000000000001	6.0	2171	642.8240000000002	3.0	645.8330000000002	1.0	False	CTL34
101	New	sporting_basketball_new.bmp	New14	1	2	1.3980000000000001	6.0	2171	646.82	3.0	649.8290000000002	3.0	Old38	Enc68
102	OLD	animal_zebra_old.bmp	Old13	0	2	2.397	6.0	2171	652.821	3.0	655.83	1.0	Old07	Enc69
103	OLD	sporting_bicycle_old.bmp	Old55	1	1	2.188	8.0	1308	656.8330000000002	3.0	659.842	2.0	False	CTL35
104	OLD	sporting_soccer ball_new.bmp	Old65	1	1	2.222	9.0	1045	661.831	3.0	664.84	0.5	False	CTL36
105	New	musical_uculele_new.bmp	New39	0	1	2.698	5.0	2205	665.342	3.0	668.3510000000001	2.0	Old53	Enc70
106	OLD	food_shellpasta.bmp	Old25	0	2	2.148	5.0	2205	670.34	3.0	673.3489999999998	8.5	False	CTL37
107	OLD	fruit_lemon_new.bmp	Old69	0	2	1.006	5.0	2205	681.841	3.0	684.85	1.5	Old41	Enc71
108	OLD	vegie_garlic01a.bmp	Old74	1	1	2.204	6.0	3771	686.3380000000002	3.0	689.347	1.0	Old06	Enc72
109	OLD	food_baguette01.bmp	Old14	0	2	1.892	6.0	3771	690.35	3.0	693.3589999999998	1.0	Old50	Enc73
110	New	food_bagel01.bmp	New17	1	2	0.847	6.0	3771	694.362	3.0	697.3710000000002	4.0	Old25	Enc74
111	New	kitchen_garlic press.bmp	New07	1	2	0.948	6.0	3771	701.3660000000001	3.0	704.375	9.5	Old69	Enc75
112	New	sporting_golf ball.bmp	New19	1	2	0.86	6.0	3771	713.87	3.0	716.8789999999998	4.5	False	CTL38
113	New	sporting_weighlifting.bmp	New25	1	2	0.6579999999999999	6.0	3771	721.3760000000002	3.0	724.385	0.5	False	CTL39
114	OLD	animal_camel_new.bmp	Old01	0	2	2.533	6.0	3771	724.8860000000002	3.0	727.895	4.0	Old63	Enc76
115	New	fruit_cherry.bmp	Old67	1	1	1.56	6.0	1024	731.89	3.0	734.8989999999999	1.0	Old30	Enc77
116	OLD	sporting_footballhelmet.bmp	Old57	0	2	2.309	6.0	1024	735.8860000000002	3.0	738.895	11.0	Old18	Enc78
